id,name,reading,type,prefecture,rarity
C1659,高鍋町,たかなべちょう,city,宮崎県,N
C1660,新富町,しんとみちょう,city,宮崎県,N
C1661,西米良村,にしめらそん,city,宮崎県,N
C1662,木城町,きじょうちょう,city,宮崎県,N
C1663,川南町,かわみなみちょう,city,宮崎県,N
C1664,都農町,つのちょう,city,宮崎県,N
C1665,門川町,かどがわちょう,city,宮崎県,N
C1666,諸塚村,もろつかそん,city,宮崎県,N
C1667,椎葉村,しいばそん,city,宮崎県,N
C1668,美郷町,みさとちょう,city,宮崎県,N
C1669,日之影町,ひのかげちょう,city,宮崎県,N
C1670,五ヶ瀬町,ごかせちょう,city,宮崎県,N
C1671,鹿屋市,かのやし,city,鹿児島県,N
C1672,阿久根市,あくねし,city,鹿児島県,N
C1673,出水市,いずみし,city,鹿児島県,N
C1674,西之表市,にしのおもてし,city,鹿児島県,N
C1675,垂水市,たるみずし,city,鹿児島県,N
C1676,薩摩川内市,さつませんだいし,city,鹿児島県,R
C1677,日置市,ひおきし,city,鹿児島県,N
C1678,曽於市,そおし,city,鹿児島県,N
C1679,いちき串木野市,いちきくしきのし,city,鹿児島県,N
C1680,南さつま市,みなみさつまし,city,鹿児島県,N
C1681,志布志市,しぶしし,city,鹿児島県,R
C1682,南九州市,みなみきゅうしゅうし,city,鹿児島県,R
C1683,伊佐市,いさし,city,鹿児島県,N
C1684,姶良市,あいらし,city,鹿児島県,N
C1685,三島村,みしまむら,city,鹿児島県,R
C1686,十島村,としまむら,city,鹿児島県,N
C1687,さつま町,さつまちょう,city,鹿児島県,N
C1688,長島町,ながしまちょう,city,鹿児島県,N
C1689,湧水町,ゆうすいちょう,city,鹿児島県,N
C1690,大崎町,おおさきちょう,city,鹿児島県,N
C1691,東串良町,ひがしくしらちょう,city,鹿児島県,N
C1692,錦江町,きんこうちょう,city,鹿児島県,N
C1693,南大隅町,みなみおおすみちょう,city,鹿児島県,R
C1694,肝付町,きもつきちょう,city,鹿児島県,N
C1695,中種子町,なかたねちょう,city,鹿児島県,N
C1696,南種子町,みなみたねちょう,city,鹿児島県,N
C1697,大和村,やまとそん,city,鹿児島県,N
C1698,宇検村,うけんそん,city,鹿児島県,N
C1699,瀬戸内町,せとうちちょう,city,鹿児島県,N
C1700,龍郷町,たつごうちょう,city,鹿児島県,N
C1701,喜界町,きかいちょう,city,鹿児島県,N
C1702,徳之島町,とくのしまちょう,city,鹿児島県,N
C1703,天城町,あまぎちょう,city,鹿児島県,N
C1704,伊仙町,いせんちょう,city,鹿児島県,N
C1705,和泊町,わどまりちょう,city,鹿児島県,N
C1706,知名町,ちなちょう,city,鹿児島県,N
C1707,与論町,よろんちょう,city,鹿児島県,N
C1708,宜野湾市,ぎのわんし,city,沖縄県,R
C1709,浦添市,うらそえし,city,沖縄県,R
C1710,名護市,なごし,city,沖縄県,R
C1711,糸満市,いとまんし,city,沖縄県,N
C1712,沖縄市,おきなわし,city,沖縄県,R
C1713,豊見城市,とみぐすくし,city,沖縄県,R
C1714,南城市,なんじょうし,city,沖縄県,R
C1715,国頭村,くにがみそん,city,沖縄県,N
C1716,大宜味村,おおぎみそん,city,沖縄県,N
C1717,東村,ひがしそん,city,沖縄県,N
C1718,今帰仁村,なきじんそん,city,沖縄県,R
C1719,本部町,もとぶちょう,city,沖縄県,N
C1720,宜野座村,ぎのざそん,city,沖縄県,N
C1721,金武町,きんちょう,city,沖縄県,N
C1722,伊江村,いえそん,city,沖縄県,N
C1723,読谷村,よみたんそん,city,沖縄県,N
C1724,嘉手納町,かでなちょう,city,沖縄県,N
C1725,北谷町,ちゃたんちょう,city,沖縄県,N
C1726,北中城村,きたなかぐすくそん,city,沖縄県,N
C1727,中城村,なかぐすくそん,city,沖縄県,N
C1728,西原町,にしはらちょう,city,沖縄県,N
C1729,与那原町,よなばるちょう,city,沖縄県,N
C1730,渡嘉敷村,とかしきそん,city,沖縄県,N
C1731,座間味村,ざまみそん,city,沖縄県,N
C1732,粟国村,あぐにそん,city,沖縄県,N
C1733,渡名喜村,となきそん,city,沖縄県,N
C1734,南大東村,みなみだいとうそん,city,沖縄県,N
C1735,北大東村,きただいとうそん,city,沖縄県,N
C1736,伊平屋村,いへやそん,city,沖縄県,N
C1737,伊是名村,いぜなそん,city,沖縄県,N
C1738,久米島町,くめじまちょう,city,沖縄県,N
C1739,八重瀬町,やえせちょう,city,沖縄県,N
C1740,多良間村,たらまそん,city,沖縄県,N
C1741,与那国町,よなぐにちょう,city,沖縄県,SSR
